Variable Name,Friendly Name,Category,Subcategory,Definition,Data Type,Example Value,Allowed Values,Required,Tealium Variable Type,Tealium Variable Name,AWS Field Name,Sent to AWS,Contains PII,PII Classification,Source System,Owner,Status,Business Criticality,Journey,Schema Version,Deprecated Replacement,Notes,Date Added,Last Updated
campaign_external_audience,Campaign External Audience,Campaign,Campaign,Audience associated with an external marketing campaign used for acquisition or attribution.,String,,,False,UDO Variable,campaign_external_audience,campaign_external_audience,No,No,,Marketing / Tealium,Marketing Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
campaign_internal_content,Campaign Internal Content,Campaign,Campaign,Content associated with an internal onsite or in-app campaign used for attribution.,String,,,False,UDO Variable,campaign_internal_content,campaign_internal_content,No,No,,Marketing / Tealium,Marketing Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
campaign_internal_medium,Campaign Internal Medium,Campaign,Campaign,Medium associated with an internal onsite or in-app campaign used for attribution.,String,,,False,UDO Variable,campaign_internal_medium,campaign_internal_medium,No,No,,Marketing / Tealium,Marketing Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
campaign_internal_name,Campaign Internal Name,Campaign,Campaign,Name associated with an internal onsite or in-app campaign used for attribution.,String,,,False,UDO Variable,campaign_internal_name,campaign_internal_name,No,No,,Marketing / Tealium,Marketing Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
campaign_internal_source,Campaign Internal Source,Campaign,Campaign,Source associated with an internal onsite or in-app campaign used for attribution.,String,,,False,UDO Variable,campaign_internal_source,campaign_internal_source,No,No,,Marketing / Tealium,Marketing Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
campaign_internal_term,Campaign Internal Term,Campaign,Campaign,Term associated with an internal onsite or in-app campaign used for attribution.,String,,,False,UDO Variable,campaign_internal_term,campaign_internal_term,No,No,,Marketing / Tealium,Marketing Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
campaign_internal_visitor_type,Campaign Internal Visitor Type,Campaign,Campaign,Visitor type associated with an internal onsite or in-app campaign used for attribution.,String,,,False,UDO Variable,campaign_internal_visitor_type,campaign_internal_visitor_type,No,No,,Marketing / Tealium,Marketing Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
campaign_internal_journey_phase,Campaign Internal Journey Phase,Campaign,Campaign,Journey phase associated with an internal onsite or in-app campaign used for attribution.,String,,,False,UDO Variable,campaign_internal_journey_phase,campaign_internal_journey_phase,No,No,,Marketing / Tealium,Marketing Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
campaign_internal_type,Campaign Internal Type,Campaign,Campaign,Type associated with an internal onsite or in-app campaign used for attribution.,String,,,False,UDO Variable,campaign_internal_type,campaign_internal_type,No,No,,Marketing / Tealium,Marketing Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
campaign_internal_version,Campaign Internal Version,Campaign,Campaign,Version associated with an internal onsite or in-app campaign used for attribution.,String,,,False,UDO Variable,campaign_internal_version,campaign_internal_version,No,No,,Marketing / Tealium,Marketing Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
campaign_internal_audience,Campaign Internal Audience,Campaign,Campaign,Audience associated with an internal onsite or in-app campaign used for attribution.,String,,,False,UDO Variable,campaign_internal_audience,campaign_internal_audience,No,No,,Marketing / Tealium,Marketing Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
event_id,Event ID,Core / Technical,Core,"Unique identifier for an analytics event, used to relate the event to associated product, transaction, campaign, device and other contextual records.",String,,,False,UDO Variable,iQ Event ID,event_id,No,No,,Website / App,Digital Analytics,Draft,High,Global / All Journeys,1.0,nan,,2026-09-07,2026-09-11
session_id,Session ID,Core / Technical,Core,Identifier for the visitor session in which the analytics event occurred.,String,,,False,UDO Variable,(UTAG) session_id,session_id,Yes,No,,Website / App,Digital Analytics,Draft,High,Global / All Journeys,1.0,nan,,2026-09-07,2026-09-11
user_id,User ID,Core / Technical,Core,Persistent application or authenticated user identifier used to associate analytics activity with a known user.,String,,,False,UDO Variable,user_id,user_id,No,Yes,Pseudonymous / Personal Data,Website / App,Digital Analytics,Active,High,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
visitor_id_asset_active,Visitor ID Asset Active,Core / Technical,Core,Hashed MSISDN used as a privacy-preserving identifier for the customer's active mobile asset.,String,a94f...hashed,,False,UDO Variable,visitor_id_asset_active,hashed_cell_number,Yes,Yes,Pseudonymous / Personal Data,Website / App,Digital Analytics,Draft,High,Global / All Journeys,1.0,nan,Store hashed value only; never send the raw identifier.,2026-09-07,2026-09-11
hashed_email_address,Visitor ID Marketing Email,Core / Technical,Core,Hashed email address used as a privacy-preserving identifier for marketing and analytics use cases.,String,b73e...hashed,,False,UDO Variable,visitor_id_marketing_email,hashed_email_address,Yes,Yes,Pseudonymous / Personal Data,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,nan,Store hashed value only; never send the raw identifier.,2026-09-07,2026-09-11
analytics_account,Analytics Account,Core / Technical,Core,Analytics account in which the tracking implementation is configured. The current account is Vodafone.,String,Vodafone,,False,UDO Variable,(UTAG) account,analytics_account,Yes,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,nan,,2026-09-07,2026-09-11
tealium_profile,Tealium Profile,Core / Technical,Core,Name of the Tealium profile responsible for the analytics implementation.,String,,,False,UDO Variable,tealium_profile,tealium_profile,No,No,,Tealium,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
tealium_library_version,Tealium Library Version,Core / Technical,Core,Version of the Tealium library running when the event was generated.,String,,,False,UDO Variable,tealium_library_version,tealium_library_version,No,No,,Tealium,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
implementation_version,Implementation Version,Core / Technical,Core,Version of the digital analytics implementation or tagging specification.,String,,,False,UDO Variable,implementation_version,implementation_version,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
tealium_timestamp_local,Tealium Timestamp Local,Core / Technical,Core,Local timestamp generated by Tealium when the event occurred.,Datetime,,,False,UDO Variable,tealium_timestamp_local,tealium_timestamp_local,No,No,,Tealium,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
schema_version,Schema Version,Core / Technical,Core,Version of the analytics event schema used to structure the payload.,String,,,False,UDO Variable,schema_version,schema_version,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
environment,Environment,Core / Technical,Core,"Environment from which the event was generated, such as development, staging or production.",String,production,dev | staging | prod,False,UDO Variable,(UTAG) environment (js),environment,Yes,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,nan,,2026-09-07,2026-09-11
event_name,Event Name,Core / Technical,Core,Name of the analytics event generated by a customer or system interaction.,Array,page_view,,False,UDO Variable,event_name,event_name,Yes,No,,Website / App,Digital Analytics,Active,High,Global / All Journeys,1.0,,Array field; related array variables should preserve the same item index.,2026-09-07,2026-09-11
tealium_event,Tealium Event,Core / Technical,Core,Tealium event value used to identify the type of tracked interaction.,String,,,False,UDO Variable,tealium_event,tealium_event,No,No,,Tealium,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_name,Page Name,Core / Technical,Core,Standard analytics name identifying the page or screen viewed by the customer.,String,vodapay:vouchers:landing-page,,False,UDO Variable,page_name,page_name,Yes,No,,Website / App,Digital Analytics,Active,High,Global / All Journeys,1.0,nan,,2026-09-07,2026-09-11
previous_page_name,Previous Page Name,Core / Technical,Core,Standard analytics name of the page or screen viewed immediately before the current page.,String,,,False,UDO Variable,previous_page_name,previous_page_name,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
tealium_id,Tealium ID,Core / Technical,Core,Tealium-generated visitor identifier used to associate analytics activity across visits.,String,,,False,UDO Variable,tealium_id,tealium_id,Yes,Yes,Pseudonymous / Personal Data,Tealium,Digital Analytics,Active,High,Global / All Journeys,1.0,nan,,2026-09-07,2026-09-11
aws_received_at,AWS Received At,Core / Technical,Core,Timestamp recorded by AWS when the analytics payload is received by the ingestion layer.,Datetime,,,False,Other,N/A,aws_received_at,No,No,,AWS,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
reporting_timestamp_za,Reporting Timestamp Za,Core / Technical,Core,Analytics event timestamp converted to South African reporting time.,Datetime,,,False,Other,N/A,reporting_timestamp_za,No,No,,AWS,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_type,Page Type,Page,Page,Type or template classification of the current page or screen.,String,,,False,UDO Variable,page_type,page_type,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_section,Page Section,Page,Page,Business or content section in which the current page or screen sits.,String,,,False,UDO Variable,page_section,page_section,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_channel,Page Channel,Page,Page,"Digital channel used by the visitor, indicating whether the experience is on the mobile app or website.",String,Mobile App,Mobile App | Website,False,UDO Variable,page_channel,page_channel,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_url,Page URL,Page,Page,Full URL of the current web page when available.,String,,,False,UDO Variable,page_url,page_url,Yes,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,nan,,2026-09-07,2026-09-11
page_title,Page Title,Page,Page,Page or screen title presented to the customer.,String,,,False,UDO Variable,page_title,page_title,Yes,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,nan,,2026-09-07,2026-09-11
page_platform,Page Platform,Page,Page,Platform on which the page or screen is rendered.,String,web,,False,UDO Variable,page_platform,page_platform,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_locale,Page Locale,Page,Page,Locale or language-region setting associated with the current page.,String,en-ZA,,False,UDO Variable,page_locale,page_locale,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_country,Page Country,Page,Page,Country context associated with the current page or experience.,String,ZA,,False,UDO Variable,page_country,page_country,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_section_lvl1,Page Section Lvl1,Page,Page,First-level section in the page hierarchy.,String,,,False,UDO Variable,page_section_lvl1,page_section_lvl1,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_section_lvl2,Page Section Lvl2,Page,Page,Second-level section in the page hierarchy.,String,,,False,UDO Variable,page_section_lvl2,page_section_lvl2,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_section_lvl3,Page Section Lvl3,Page,Page,Third-level section in the page hierarchy.,String,,,False,UDO Variable,page_section_lvl3,page_section_lvl3,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_canonical_url,Page Canonical URL,Page,Page,Canonical URL representing the preferred address for the current page.,String,,,False,UDO Variable,page_canonical_url,page_canonical_url,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_sorting,Page Sorting,Page,Page,Sorting option applied by the customer to a list or catalogue.,String,,,False,UDO Variable,page_sorting,page_sorting,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_filters,Page Filters,Page,Page,Filter name or set of filters applied on the current page.,String,,,False,UDO Variable,page_filters,page_filters,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_filters_value,Page Filters Value,Page,Page,Selected value or values for the filters applied on the current page.,String,,,False,UDO Variable,page_filters_value,page_filters_value,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_number,Page Number,Page,Page,Current pagination page number being viewed.,Integer,,,False,UDO Variable,page_number,page_number,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_count,Page Count,Page,Page,Total number of pages available in the paginated result set.,Integer,,,False,UDO Variable,page_count,page_count,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_path,Page Path,Page,Page,Path portion of the current page URL.,String,,,False,UDO Variable,page_path,page_path,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_path_query,Page Path Query,Page,Page,Path and query-string portion of the current page URL.,String,,,False,UDO Variable,page_path_query,page_path_query,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_load_time,Page Load Time,Page,Page,"Time taken for the page or screen to load, captured for digital performance analysis.",Decimal,,,False,UDO Variable,page_load_time,page_load_time,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
page_identifier,Page Identifier,Page,Page,Stable identifier used to distinguish the current page or screen.,String,,,False,UDO Variable,page_identifier,page_identifier,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
domain,Domain,Page,Page,Domain name of the current website.,String,,,False,UDO Variable,domain,domain,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
pathname,Pathname,Page,Page,Pathname of the current page URL.,String,,,False,UDO Variable,pathname,pathname,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
app_name,App Name,Page,App,Name of the application or mini app associated with the event.,String,,,False,UDO Variable,app_name,app_name,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
app_category,App Category,Page,App,Category used to classify the application or mini app.,String,,,False,UDO Variable,app_category,app_category,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
mini_app_id,Mini App ID,Page,App,Identifier of the mini app associated with the event.,String,,,False,UDO Variable,mini_app_id,mini_app_id,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
link_name,Link Name,Event,Link,Human-readable name or text of the link or CTA selected by the customer.,String,,,False,UDO Variable,link_name,link_name,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
link_id,Link ID,Event,Link,"Identifier of the link, button or CTA selected by the customer.",String,,,False,UDO Variable,link_id,link_id,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
journey_name,Journey Name,Journey,Journey,Name of the overall digital journey associated with the event.,String,,,False,UDO Variable,journey_name,journey_name,No,No,,Website / App,Digital Analytics,Active,High,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
journey_type,Journey Type,Journey,Journey,"Business journey the customer is currently using, such as vouchers, PPU, DStv, login, registration, wallet or virtual card.",String,Vouchers,Vouchers | PPU | DStv | Login | Registration | Wallet | Virtual Card,False,UDO Variable,journey_type,journey_type,No,No,,Website / App,Digital Analytics,Draft,High,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
journey_step_name,Journey Step Name,Journey,Journey,Human-readable name of the current step within the customer journey.,String,,,False,UDO Variable,journey_step_name,journey_step_name,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
journey_field,Journey Field,Journey,Journey,Name of the specific field or input within the digital journey that is associated with the interaction or event.,String,amount,,False,UDO Variable,journey_field,journey_field,No,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
tealium_session_number,Tealium Session Number,Core / Technical,Tealium,Sequential number of the visitor's Tealium session.,Integer,,,False,UDO Variable,tealium_session_number,tealium_session_number,No,No,,Tealium,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
tealium_session_event_number,Tealium Session Event Number,Core / Technical,Tealium,Sequential event number within the current Tealium session.,Integer,,,False,UDO Variable,tealium_session_event_number,tealium_session_event_number,No,No,,Tealium,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-07
form_name,Form Name,Journey,Form,Name of the form associated with the customer journey.,String,,,False,UDO Variable,form_name,form_name,Yes,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-11
form_type,Form Type,Journey,Form,Type or business classification of the form.,String,,,False,UDO Variable,form_type,form_type,Yes,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-11
form_step_name,Form Step Name,Journey,Form,Name of the current step within a multi-step form.,String,,,False,UDO Variable,form_step_name,form_step_name,Yes,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-11
form_step_number,Form Step Number,Journey,Form,Numeric position of the current step within a multi-step form.,Integer,,,False,UDO Variable,form_step_number,form_step_number,Yes,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-11
form_completion_rate,Form Completion Rate,Journey,Form,Percentage of the form completed at the point of the event.,Decimal,,,False,UDO Variable,form_completion_rate,form_completion_rate,Yes,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-11
form_field_incomplete,Form Field Incomplete,Journey,Form,Name of a required form field that remains incomplete or invalid.,String,,,False,UDO Variable,form_field_incomplete,form_field_incomplete,Yes,No,,Website / App,Digital Analytics,Draft,Medium,Global / All Journeys,1.0,,,2026-09-07,2026-09-11
wallet_type,Wallet Type,Journey,Wallet,Type of wallet associated with the customer's interaction or journey.,String,VodaPay Wallet,,False,UDO Variable,wallet_type,wallet_type,No,No,,Website / App,Digital Analytics,Draft,Medium,Wallet,1.0,,,2026-09-07,2026-09-07
